date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:56:20	38136/38136	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:56:18%20GMT	https://pk.madi.ru/	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/index.html	(from )
16:56:24	254/254	---M--	200	added ('OK')	text/plain	etag:%22fe-5b2e40064b67b%22	https://pk.madi.ru/robots.txt		(from )
16:56:27	265225/265225	---M--	200	added ('OK')	application/javascript	etag:%2240c09-5b06e0d72aa41%22	https://pk.madi.ru/engine/jslibs/jquery.js	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/engine/jslibs/jquery.js	(from https://pk.madi.ru/)
16:56:30	32259/32259	---M--	200	added ('OK')	application/javascript	etag:%227e03-5b06e0d725c21%22	https://pk.madi.ru/engine/jslibs/highslide/highslide.js	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/engine/jslibs/highslide/highslide.js	(from https://pk.madi.ru/)
16:56:37	6784/6784	---M--	200	added ('OK')	application/javascript	etag:%221a80-5b06e0d75cb09%22	https://pk.madi.ru/templates/default/js/slides.min.jquery.js	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/templates/default/js/slides.min.jquery.js	(from https://pk.madi.ru/)
16:56:41	79066/79066	---M--	200	added ('OK')	application/javascript	etag:%22134da-559b312623f80%22	https://pk.madi.ru/templates/default/js/popcorn.js	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/templates/default/js/popcorn.js	(from https://pk.madi.ru/)
16:56:42	3152/3152	---M--	200	added ('OK')	application/javascript	etag:%22c50-5b332f7a8e0ad%22	https://pk.madi.ru/templates/default/js/superfish-modified.js	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/templates/default/js/superfish-modified.js	(from https://pk.madi.ru/)
16:56:47	1150/1150	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%2247e-5b06e0dd5c171%22	https://pk.madi.ru/favicon.ico	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/favicon.ico	(from https://pk.madi.ru/)
16:56:49	26190/26190	---M--	200	added ('OK')	text/css	etag:%22664e-5c712fffc6939%22	https://pk.madi.ru/templates/default/css/style.css	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/templates/default/css/style.css	(from https://pk.madi.ru/)
16:56:49	2372/2372	---M--	200	added ('OK')	text/css	etag:%22944-5b06e0d758c89%22	https://pk.madi.ru/templates/default/css/slider.css	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/templates/default/css/slider.css	(from https://pk.madi.ru/)
16:56:50	3489/3489	---M--	200	added ('OK')	text/css	etag:%22da1-5c5fbd4e12e0b%22	https://pk.madi.ru/templates/default/css/superfish-modified.css	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/templates/default/css/superfish-modified.css	(from https://pk.madi.ru/)
16:56:52	17805/17805	---M--	200	added ('OK')	text/css	etag:%22458d-5b2e4b41c1971%22	https://pk.madi.ru/templates/default/css/burgermenu.css	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/templates/default/css/burgermenu.css	(from https://pk.madi.ru/)
16:56:53	19547/19547	---M--	200	added ('OK')	text/css	etag:%224c5b-5b06e0d7267d9%22	https://pk.madi.ru/engine/jslibs/highslide/highslide.css	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/engine/jslibs/highslide/highslide.css	(from https://pk.madi.ru/)
16:56:55	6434/6434	---M--	200	added ('OK')	image/png	etag:%221922-5b06e0d75b781%22	https://pk.madi.ru/templates/default/images/logo.png	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/templates/default/images/logo.png	(from https://pk.madi.ru/)
16:56:55	2434/2434	---M--	200	added ('OK')	image/png	etag:%22982-5b174ef73f9c2%22	https://pk.madi.ru/uploads/images/2020/10/12/1602490751_p_1.png	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/uploads/images/2020/10/12/1602490751_p_1.png	(from https://pk.madi.ru/)
16:56:57	1924/1924	---M--	200	added ('OK')	image/png	etag:%22784-5b175f6236618%22	https://pk.madi.ru/uploads/images/2020/10/12/1602495087_q.png	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/uploads/images/2020/10/12/1602495087_q.png	(from https://pk.madi.ru/)
16:56:58	68472/68472	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:56:55%20GMT	https://pk.madi.ru/4450-zadat-vopros.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/4450-zadat-vopros.html	(from https://pk.madi.ru/)
16:56:59	993/993	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2011%20Aug%202021%2013:56:52%20GMT	https://pk.madi.ru/engine/jslibs/highslide/graphics/	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/engine/jslibs/highslide/graphics/index.html	(from https://pk.madi.ru/)
16:56:59	36574/36574	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:56:57%20GMT	https://pk.madi.ru/72-grafik-raboty.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/72-grafik-raboty.html	(from https://pk.madi.ru/)
16:57:04	1116/1116	---M--	200	added ('OK')	image/png	etag:%2245c-5b178ab82c2c4%22	https://pk.madi.ru/uploads/images/2020/10/12/1602506771_cs.png	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/uploads/images/2020/10/12/1602506771_cs.png	(from https://pk.madi.ru/)
16:57:06	2151/2151	---M--	200	added ('OK')	image/png	etag:%22867-5b17518aac9a6%22	https://pk.madi.ru/uploads/images/2020/10/12/1602491374_m.png	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/uploads/images/2020/10/12/1602491374_m.png	(from https://pk.madi.ru/)
16:57:07	43197/43197	---M--	200	added ('OK')	image/svg+xml	etag:%22a8bd-5c89387480c7c%22	https://pk.madi.ru/uploads/images/2021/08/02/1627910914_VK_Blue_Logo_transparent1.svg	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/uploads/images/2021/08/02/1627910914_VK_Blue_Logo_transparent1.svg	(from https://pk.madi.ru/)
16:57:08	32217/32217	---M--	200	added ('OK')	image/svg+xml	etag:%227dd9-5c89394221a73%22	https://pk.madi.ru/uploads/images/2021/08/02/1627911083_youtube_social_squircle_red1.svg	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/uploads/images/2021/08/02/1627911083_youtube_social_squircle_red1.svg	(from https://pk.madi.ru/)
16:57:09	2651/2651	---M--	200	added ('OK')	image/png	etag:%22a5b-5c8939dfb3197%22	https://pk.madi.ru/uploads/images/2021/08/02/1627911264_instagram-icon_novyyrazmer.png	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/uploads/images/2021/08/02/1627911264_instagram-icon_novyyrazmer.png	(from https://pk.madi.ru/)
16:57:16	596/596	---M--	200	added ('OK')	image/svg+xml	etag:%22254-5c8937c295bce%22	https://pk.madi.ru/uploads/images/2021/08/02/1627910664_Telegram_2019_Logo.svg	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/uploads/images/2021/08/02/1627910664_Telegram_2019_Logo.svg	(from https://pk.madi.ru/)
16:57:17	9450/9450	---M--	200	added ('OK')	image/webp	etag:%2224ea-5c893809100b9%22	https://pk.madi.ru/uploads/images/2021/08/02/1627910733_f_logo_RGB-Hex-Blue_512.webp	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/uploads/images/2021/08/02/1627910733_f_logo_RGB-Hex-Blue_512.webp	(from https://pk.madi.ru/)
16:57:18	2110/2110	---M--	200	added ('OK')	image/png	etag:%2283e-5b177c1222614%22	https://pk.madi.ru/uploads/images/2020/10/12/1602502814_lk.png	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/uploads/images/2020/10/12/1602502814_lk.png	(from https://pk.madi.ru/)
16:57:27	1017/1017	---M--	200	added ('OK')	image/svg+xml	etag:%223f9-5b175b75e276a%22	https://pk.madi.ru/templates/default/images/search.svg	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/templates/default/images/search.svg	(from https://pk.madi.ru/)
16:57:28	9173/9173	---M--	200	added ('OK')	application/javascript	etag:%2223d5-5b17aa95cbcb9%22	https://pk.madi.ru/templates/default/js/modernizr.custom.js	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/templates/default/js/modernizr.custom.js	(from https://pk.madi.ru/)
16:57:30	44821/44821	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:28%20GMT	https://pk.madi.ru/10-informaciya-o-madi.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/10-informaciya-o-madi.html	(from https://pk.madi.ru/)
16:57:30	37822/37822	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:29%20GMT	https://pk.madi.ru/52-filialy-madi.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/52-filialy-madi.html	(from https://pk.madi.ru/)
16:57:31	31891/31891	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:29%20GMT	https://pk.madi.ru/50-obschezhitie-madi.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/50-obschezhitie-madi.html	(from https://pk.madi.ru/)
16:57:32	41129/41129	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:30%20GMT	https://pk.madi.ru/51-sportivno-massovye-meropriyatiya.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/51-sportivno-massovye-meropriyatiya.html	(from https://pk.madi.ru/)
16:57:33	28663/28663	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:31%20GMT	https://pk.madi.ru/49-voennaya-kafedra-madi.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/49-voennaya-kafedra-madi.html	(from https://pk.madi.ru/)
16:57:33	35289/35289	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:31%20GMT	https://pk.madi.ru/news/	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/news/index.html	(from https://pk.madi.ru/)
16:57:34	44931/44931	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:32%20GMT	https://pk.madi.ru/62-platnoe-obuchenie-v-madi.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/62-platnoe-obuchenie-v-madi.html	(from https://pk.madi.ru/)
16:57:35	29839/29839	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:32%20GMT	https://pk.madi.ru/55-osnovnye-normativnye-dokumenty-priemnoy-komissii.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/55-osnovnye-normativnye-dokumenty-priemnoy-komissii.html	(from https://pk.madi.ru/)
16:57:35	28157/28157	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:33%20GMT	https://pk.madi.ru/63-olimpiady-i-konferencii.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/63-olimpiady-i-konferencii.html	(from https://pk.madi.ru/)
16:57:36	34942/34942	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:34%20GMT	https://pk.madi.ru/8-dlya-obuchayuschihsya-v-shkolah-i-kolledzhah.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/8-dlya-obuchayuschihsya-v-shkolah-i-kolledzhah.html	(from https://pk.madi.ru/)
16:57:36	31543/31543	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:34%20GMT	https://pk.madi.ru/4445-bakalavriat-i-specialitet.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/4445-bakalavriat-i-specialitet.html	(from https://pk.madi.ru/)
16:57:37	28398/28398	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:35%20GMT	https://pk.madi.ru/94-magistratura.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/94-magistratura.html	(from https://pk.madi.ru/)
16:57:38	41729/41729	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:36%20GMT	https://pk.madi.ru/11-fakultety-madi.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/11-fakultety-madi.html	(from https://pk.madi.ru/)
16:57:38	31508/31508	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:36%20GMT	https://pk.madi.ru/58-pravila-priema.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/58-pravila-priema.html	(from https://pk.madi.ru/)
16:57:40	35564/35564	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:37%20GMT	https://pk.madi.ru/46-napravleniya-podgotovki-bakalavriata-i-specialiteta.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/46-napravleniya-podgotovki-bakalavriata-i-specialiteta.html	(from https://pk.madi.ru/)
16:57:40	83703/83703	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:37%20GMT	https://pk.madi.ru/59-plan-priema.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/59-plan-priema.html	(from https://pk.madi.ru/)
16:57:41	45359/45359	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:38%20GMT	https://pk.madi.ru/2464-informaciya-o-srokah-provedeniya-priema.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/2464-informaciya-o-srokah-provedeniya-priema.html	(from https://pk.madi.ru/)
16:57:41	31761/31761	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:39%20GMT	https://pk.madi.ru/60-osobye-prava-abiturientov.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/60-osobye-prava-abiturientov.html	(from https://pk.madi.ru/)
16:57:42	33319/33319	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:40%20GMT	https://pk.madi.ru/4451-uchet-individualnyh-dostizheniy.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/4451-uchet-individualnyh-dostizheniy.html	(from https://pk.madi.ru/)
16:57:42	32437/32437	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:40%20GMT	https://pk.madi.ru/99-minimalnoe-kolichestvo-ballov.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/99-minimalnoe-kolichestvo-ballov.html	(from https://pk.madi.ru/)
16:57:43	31985/31985	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:41%20GMT	https://pk.madi.ru/56-predostavlenie-mest-v-obschezhitii.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/56-predostavlenie-mest-v-obschezhitii.html	(from https://pk.madi.ru/)
16:57:44	44468/44468	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:42%20GMT	https://pk.madi.ru/2467-prioritetnost-vstupitelnyh-ispytaniy.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/2467-prioritetnost-vstupitelnyh-ispytaniy.html	(from https://pk.madi.ru/)
16:57:44	30400/30400	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:42%20GMT	https://pk.madi.ru/4470-programmy-vstupitelnyh-ekzamenov-madi.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/4470-programmy-vstupitelnyh-ekzamenov-madi.html	(from https://pk.madi.ru/)
16:57:45	35047/35047	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:43%20GMT	https://pk.madi.ru/101-celevoy-priem.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/101-celevoy-priem.html	(from https://pk.madi.ru/)
16:57:46	40901/40901	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:43%20GMT	https://pk.madi.ru/4452-provedenie-vstupitelnyh-ispytaniy-dlya-lic-s-ovz.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/4452-provedenie-vstupitelnyh-ispytaniy-dlya-lic-s-ovz.html	(from https://pk.madi.ru/)
16:57:46	32758/32758	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:44%20GMT	https://pk.madi.ru/2466-pravila-podachi-apellyaciy.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/2466-pravila-podachi-apellyaciy.html	(from https://pk.madi.ru/)
16:57:47	31892/31892	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:45%20GMT	https://pk.madi.ru/2465-informaciya-o-neobhodimosti-prohozhdeniya-obyazatelnogo-pred.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/2465-informaciya-o-neobhodimosti-prohozhdeniya-obyazatelnogo-pred.html	(from https://pk.madi.ru/)
16:57:48	4837/4837	---M--	200	added ('OK')	application/javascript	etag:%2212e5-5b17aa78f0d50%22	https://pk.madi.ru/templates/default/js/jquery.dlmenu.js	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/templates/default/js/jquery.dlmenu.js	(from https://pk.madi.ru/)
16:57:48	31875/31875	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:46%20GMT	https://pk.madi.ru/2468-informaciya-o-mestah-priema-dokumentov.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/2468-informaciya-o-mestah-priema-dokumentov.html	(from https://pk.madi.ru/)
16:57:48	29600/29600	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:46%20GMT	https://pk.madi.ru/kontakty.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/kontakty.html	(from https://pk.madi.ru/)
16:57:50	106859/106859	---M--	200	added ('OK')	application/pdf	etag:%221a16b-5c938dcfdbe47%22	https://pk.madi.ru/uploads/files/2021/08/10/1628621016_Magistratura10.08.21.pdf	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/uploads/files/2021/08/10/1628621016_Magistratura10.08.21.pdf	(from https://pk.madi.ru/)
16:57:50	25211/25211	---M--	200	added ('OK')	image/png	etag:%22627b-5c947a13888f4%22	https://pk.madi.ru/uploads/images/2021/08/11/1628684415_852.png	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/uploads/images/2021/08/11/1628684415_852.png	(from https://pk.madi.ru/)
16:57:51	33570/33570	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:49%20GMT	https://pk.madi.ru/122-rezultaty-vstupitelnyh-ispytaniy.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/122-rezultaty-vstupitelnyh-ispytaniy.html	(from https://pk.madi.ru/)
16:57:51	30006/30006	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:50%20GMT	https://pk.madi.ru/4507-chto-nuzhno-znat-chtoby-postupit-v-madi.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/4507-chto-nuzhno-znat-chtoby-postupit-v-madi.html	(from https://pk.madi.ru/)
16:57:52	32088/32088	---M--	200	added ('OK')	image/png	etag:%227d58-5c8544d50fc90%22	https://pk.madi.ru/uploads/images/2021/07/30/1627639306_MAGISTRATURA.png	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/uploads/images/2021/07/30/1627639306_MAGISTRATURA.png	(from https://pk.madi.ru/)
16:57:53	93502/93502	---M--	200	added ('OK')	image/png	etag:%2216d3e-5c5fc68ea8512%22	https://pk.madi.ru/uploads/images/2021/06/30/1625062774_Frame92.png	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/uploads/images/2021/06/30/1625062774_Frame92.png	(from https://pk.madi.ru/)
16:57:54	124036/124036	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:52%20GMT	https://pk.madi.ru/4487-op-bakalavriata-i-specialiteta.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/4487-op-bakalavriata-i-specialiteta.html	(from https://pk.madi.ru/)
16:57:55	73282/73282	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:53%20GMT	https://pk.madi.ru/4488-op-magistratura.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/4488-op-magistratura.html	(from https://pk.madi.ru/)
16:57:56	33933/33933	---M--	200	added ('OK')	image/png	etag:%22848d-5bb60f5d6cf49%22	https://pk.madi.ru/uploads/images/2021/02/15/1613400016_ekzameny.png	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/uploads/images/2021/02/15/1613400016_ekzameny.png	(from https://pk.madi.ru/)
16:57:57	34792/34792	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:54%20GMT	https://pk.madi.ru/4453-podgotovitelnye-kursy.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/4453-podgotovitelnye-kursy.html	(from https://pk.madi.ru/)
16:57:57	52990/52990	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:56%20GMT	https://pk.madi.ru/4478-minimalnye-prohodnye-bally.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/4478-minimalnye-prohodnye-bally.html	(from https://pk.madi.ru/)
16:57:58	30495/30495	---M--	200	added ('OK')	image/png	etag:%22771f-5bb5b01d7de97%22	https://pk.madi.ru/uploads/images/2021/02/15/1613374522_minbally.png	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/uploads/images/2021/02/15/1613374522_minbally.png	(from https://pk.madi.ru/)
16:57:59	75084/75084	---M--	200	added ('OK')	image/png	etag:%221254c-5c016a5542eda%22	https://pk.madi.ru/uploads/images/2021/04/16/1618578404_Frame20.png	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/uploads/images/2021/04/16/1618578404_Frame20.png	(from https://pk.madi.ru/)
16:58:00	31863/31863	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:57:58%20GMT	https://pk.madi.ru/4515-itogi-priemnoy-kampanii-2021.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/4515-itogi-priemnoy-kampanii-2021.html	(from https://pk.madi.ru/)
16:58:02	214294/214294	---M--	200	added ('OK')	image/jpeg	etag:%2234516-5c893372f6940%22	https://pk.madi.ru/uploads/images/2021/08/02/thumbs/1627909573_85.jpg	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/uploads/images/2021/08/02/thumbs/1627909573_85.jpg	(from https://pk.madi.ru/)
16:58:03	147560/147560	---M--	200	added ('OK')	image/jpeg	etag:%2224068-5c7cb0df6e6f0%22	https://pk.madi.ru/uploads/images/2021/07/23/1627049865_1538046122_dscf8790-2.jpg	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/uploads/images/2021/07/23/1627049865_1538046122_dscf8790-2.jpg	(from https://pk.madi.ru/)
16:58:06	32597/32597	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:58:02%20GMT	https://pk.madi.ru/4511-150-inostrannyh-abiturientov-stal.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/4511-150-inostrannyh-abiturientov-stal.html	(from https://pk.madi.ru/)
16:58:06	127615/127615	---M--	200	added ('OK')	image/png	etag:%221f27f-5c6fd6abe1dd2%22	https://pk.madi.ru/uploads/images/2021/07/13/1626166686_12.png	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/uploads/images/2021/07/13/1626166686_12.png	(from https://pk.madi.ru/)
16:58:07	646755/646755	---M--	200	added ('OK')	application/pdf	etag:%229de63-5c7cb177e6baa%22	https://pk.madi.ru/uploads/files/2021/07/23/1627049999_PartnerskieobscheghitiyaMADI.pdf	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/uploads/files/2021/07/23/1627049999_PartnerskieobscheghitiyaMADI.pdf	(from https://pk.madi.ru/)
16:58:07	31071/31071	---MC-	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2013:58:06%20GMT	https://pk.madi.ru/4510-chislo-postupayuschih-v-madi-v-2021-godu-vozroslo-v-tri-raza.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/4510-chislo-postupayuschih-v-madi-v-2021-godu-vozroslo-v-tri-raza.html	(from https://pk.madi.ru/)
16:58:09	111612/111612	---M--	200	added ('OK')	image/jpeg	etag:%221b3fc-5c6980ffb4a9e%22	https://pk.madi.ru/uploads/images/2021/07/08/1625731304_DSCF4252.jpg	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/uploads/images/2021/07/08/1625731304_DSCF4252.jpg	(from https://pk.madi.ru/)
16:58:09	5018/5018	---M--	200	added ('OK')	image/png	etag:%22139a-5b06e0d758c89%22	https://pk.madi.ru/templates/default/images/white.png	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/templates/default/images/white.png	(from https://pk.madi.ru/)
16:58:15	1192/1192	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2011%20Aug%202021%2013:58:09%20GMT	https://pk.madi.ru/56-inogorodnim-abiturientam.html	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/56-inogorodnim-abiturientam.html	(from https://pk.madi.ru/)
16:58:18	21964/21964	---M--	200	added ('OK')	image/png	etag:%2255cc-5b09bab9ae3b6%22	https://pk.madi.ru/templates/default/images/fon.png	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/templates/default/images/fon.png	(from https://pk.madi.ru/templates/default/css/style.css)
16:58:18	230028/230028	---M-Z	200	added ('OK')	application/javascript	etag:%2261111863-13fcf%22	https://mc.yandex.ru/metrika/tag.js	C:/Users/79164/Desktop/MyWebsites/Madi/mc.yandex.ru/metrika/tag.js	(from https://pk.madi.ru/)
16:58:26	993/993	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2011%20Aug%202021%2013:58:20%20GMT	https://pk.madi.ru/templates/default/css/csshover3.htc	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/templates/default/css/csshover3.htc	(from https://pk.madi.ru/templates/default/css/style.css)
16:58:32	992/992	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2011%20Aug%202021%2013:58:26%20GMT	https://pk.madi.ru/templates/default/uploads/images/2021/02/01/1612190627_File-download2.png	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/templates/default/uploads/images/2021/02/01/1612190627_File-download2.52.delayed	(from https://pk.madi.ru/templates/default/css/style.css)
16:58:33	8334/8334	---M--	200	added ('OK')	image/svg+xml	etag:%22208e-5b6fd5f57c39b%22	https://pk.madi.ru/templates/default/images/icon-ded.svg	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/templates/default/images/icon-ded.svg	(from https://pk.madi.ru/templates/default/css/style.css)
16:58:34	2145/2145	---M--	200	added ('OK')	image/png	etag:%22861-5b06e0d75c339%22	https://pk.madi.ru/templates/default/images/1.png	C:/Users/79164/Desktop/MyWebsites/Madi/pk.madi.ru/templates/default/images/1.png	(from https://pk.madi.ru/templates/default/css/style.css)
